Ensembl_id chr start end gene order expression
ENSMUST00000195020.5 NA 24051127 24054365 Gm37687 572 0
ENSMUST00000195205.1 NA 24086388 24089731 Gm38296 575 0
ENSMUST00000195238.1 NA 24091136 24091451 Gm38290 576 0
ENSMUST00000193213.1 NA 24127689 24128385 Gm38121 577 0
ENSMUST00000193659.1 NA 24188716 24213221 Gm36047 578 0
ENSMUST00000194949.5 NA 24273507 24276742 Gm36345 579 0
ENSMUST00000192120.1 NA 24306235 24309585 Gm37157 582 0
ENSMUST00000194768.1 NA 24315447 24316142 Gm38017 583 0
ENSMUST00000192119.1 NA 24352302 24352917 Gm36468 584 0
ENSMUST00000191848.1 NA 24381816 24382512 Gm21845 585 0
ENSMUST00000187943.1 NA 24455056 24457399 Gm20809 586 0
ENSMUST00000194239.5 NA 24564330 24567568 Gm37434 588 0
ENSMUST00000192395.1 NA 24604270 24604585 Gm37765 591 0
ENSMUST00000191931.1 NA 24640851 24641547 Gm38229 592 0
ENSMUST00000193343.1 NA 24701862 24726367 Gm36866 593 0
ENSMUST00000193438.5 NA 24786617 24789853 Gm30045 594 0
ENSMUST00000180040.1 NA 24795160 24796243 Gm21921 597 0
ENSMUST00000194389.1 NA 24819390 24822739 Gm37112 598 0
ENSMUST00000195449.1 NA 24828595 24829290 Gm37287 599 0
ENSMUST00000194173.1 NA 24865430 24866045 Gm30175 600 0
ENSMUST00000195678.1 NA 24894924 24895620 Gm21350 601 0
ENSMUST00000194618.1 NA 24969605 24970301 Gm21412 602 0
ENSMUST00000195814.5 NA 25077340 25080578 Gm37071 603 0
ENSMUST00000193277.1 NA 25112580 25115921 Gm37547 606 0
ENSMUST00000193737.1 NA 25117326 25117641 Gm36968 607 0
ENSMUST00000194427.1 NA 25153875 25154571 Gm38035 608 0
ENSMUST00000194766.1 NA 25214931 25239462 Gm20857 609 0
ENSMUST00000195660.5 NA 25299746 25302982 Gm30705 610 0
ENSMUST00000179355.1 NA 25308277 25309360 Gm21773 613 0
ENSMUST00000194718.1 NA 25332502 25335851 Gm37451 614 0
ENSMUST00000195548.1 NA 25341709 25342404 Gm37793 615 0
ENSMUST00000195516.1 NA 25378536 25379151 Gm30858 616 0
ENSMUST00000191631.1 NA 25408060 25408756 Gm21791 617 0
ENSMUST00000193270.1 NA 25482700 25483396 Gm21427 618 0
ENSMUST00000192101.5 NA 25590417 25593655 Gm37875 619 0
ENSMUST00000192893.1 NA 25630402 25630717 Gm37237 622 0
ENSMUST00000194789.1 NA 25666953 25667649 Gm38350 623 0
ENSMUST00000195459.1 NA 25727993 25752495 Gm20858 624 0
ENSMUST00000195198.5 NA 25812790 25816026 Gm31422 625 0
ENSMUST00000193026.1 NA 25845559 25848910 Gm37798 628 0
ENSMUST00000194325.1 NA 25854770 25855465 Gm37318 629 0
ENSMUST00000193341.1 NA 25891626 25892241 Gm31572 630 0
ENSMUST00000195190.1 NA 25921141 25921837 Gm21890 631 0
ENSMUST00000179070.2 NA 25995820 25996516 Gm21443 632 0
ENSMUST00000191665.5 NA 26103540 26106778 Gm37346 633 0
ENSMUST00000194775.1 NA 26138801 26142144 Gm38136 636 0
ENSMUST00000194297.1 NA 26180162 26180858 Gm37991 637 0
ENSMUST00000192038.1 NA 26208874 26209897 Gm37808 638 0
ENSMUST00000193271.1 NA 26241149 26265649 Gm33571 639 0
ENSMUST00000194268.5 NA 26325924 26329160 Gm32181 640 0
ENSMUST00000188446.1 NA 26367906 26368601 Gm28662 643 0
ENSMUST00000190223.1 NA 26404737 26405352 Gm28780 644 0
ENSMUST00000191507.1 NA 26434217 26434913 Gm21755 645 0
ENSMUST00000189601.1 NA 26508823 26509516 Gm20895 646 0
ENSMUST00000188084.6 NA 26610455 26613352 Gm28853 647 0
ENSMUST00000186666.1 NA 26648449 26651786 Gm28852 650 0
ENSMUST00000188680.1 NA 26653193 26653508 Gm28855 651 0
ENSMUST00000186218.1 NA 26689808 26690504 Gm28854 652 0
ENSMUST00000190517.1 NA 26731224 26731671 Gm28858 653 0
ENSMUST00000189518.1 NA 26750604 26776799 Gm20890 654 0
ENSMUST00000191551.6 NA 26835627 26838863 Gm28245 655 0
ENSMUST00000188308.1 NA 26871886 26875234 Gm28246 658 0
ENSMUST00000189329.1 NA 26881124 26881820 Gm28247 659 0
ENSMUST00000186093.1 NA 26918027 26918642 Gm28248 660 0
ENSMUST00000190755.1 NA 26947543 26948239 Gm20892 661 0
ENSMUST00000190011.6 NA 27065925 27069161 Gm28249 662 0
ENSMUST00000187025.1 NA 27103778 27107127 Gm28250 665 0
ENSMUST00000188835.1 NA 27112986 27113681 Gm28251 666 0
ENSMUST00000187801.1 NA 27149812 27150427 Gm28243 667 0
ENSMUST00000189342.1 NA 27161576 27163118 Gm28244 668 0
ENSMUST00000188693.1 NA 27179287 27179983 Gm21771 669 0
ENSMUST00000187167.1 NA 27253915 27254608 Gm21476 670 0
ENSMUST00000185451.6 NA 27355543 27358781 Gm29021 671 0
ENSMUST00000190161.1 NA 27393537 27396874 Gm28880 674 0
ENSMUST00000186623.1 NA 27434898 27435594 Gm28452 675 0
ENSMUST00000188744.1 NA 27495725 27521920 Gm21488 676 0
ENSMUST00000190183.6 NA 27580749 27583985 Gm28454 677 0
ENSMUST00000188272.1 NA 27616995 27620343 Gm28878 680 0
ENSMUST00000190973.1 NA 27626233 27626929 Gm28879 681 0
ENSMUST00000190674.1 NA 27663125 27663740 Gm29369 682 0
ENSMUST00000190786.1 NA 27692627 27693323 Gm21506 683 0
ENSMUST00000187292.6 NA 27811019 27814255 Gm29399 684 0
ENSMUST00000187208.1 NA 27857972 27858667 Gm29400 687 0
ENSMUST00000186690.1 NA 27894778 27895393 Gm29401 688 0
ENSMUST00000191560.1 NA 27924317 27925013 Gm20891 689 0
ENSMUST00000191376.1 NA 27998839 27999532 Gm20893 690 0
ENSMUST00000186506.1 NA 28105188 28108426 Gm28799 691 0
ENSMUST00000186372.1 NA 28143147 28146485 Gm28798 692 0
ENSMUST00000188543.1 NA 28147892 28148207 Gm28797 693 0
ENSMUST00000186905.1 NA 28184469 28185165 Gm28796 694 0
ENSMUST00000188864.1 NA 28245351 28271512 Gm20894 695 0
ENSMUST00000187029.6 NA 28330277 28333513 Gm28938 696 0
ENSMUST00000185413.1 NA 28377376 28378071 Gm28937 699 0
ENSMUST00000187153.1 NA 28414210 28414825 Gm28936 700 0
ENSMUST00000187826.1 NA 28443742 28444438 Gm21642 701 0
ENSMUST00000190072.1 NA 28518280 28518973 Gm21804 702 0
ENSMUST00000189609.6 NA 28624714 28627952 Gm29122 703 0
ENSMUST00000190351.1 NA 28667431 28667746 Gm28939 706 0
ENSMUST00000186685.1 NA 28703950 28704564 Gm28983 707 0
ENSMUST00000189261.1 NA 28715705 28717247 Gm28985 708 0
ENSMUST00000188122.1 NA 28733497 28734193 Gm20810 709 0
ENSMUST00000190500.1 NA 28809171 28828210 Gm20811 710 0
ENSMUST00000187372.1 NA 28846363 28848727 Gm28725 711 0
ENSMUST00000188202.1 NA 28871183 28871711 Gm28984 713 0
ENSMUST00000191071.6 NA 28908996 28911276 Gm28987 714 0
ENSMUST00000189682.1 NA 28994507 28995633 Gm28986 716 0
ENSMUST00000191397.1 NA 29089682 29090168 Gm29171 717 0
ENSMUST00000186273.6 NA 29156795 29159075 Gm28129 718 0
ENSMUST00000185293.6 NA 29219691 29222056 Gm28127 720 0
ENSMUST00000187403.1 NA 29263851 29264379 Gm28128 722 0
ENSMUST00000180071.2 NA 29351835 29376221 Gm21853 723 0
ENSMUST00000189901.1 NA 29395247 29395694 Gm28132 724 0
ENSMUST00000186321.6 NA 29558659 29561895 Gm28130 725 0
ENSMUST00000187841.6 NA 29587677 29590910 Gm28131 728 0
ENSMUST00000238708.1 NA 29609836 29684609 AC196443.1 731 0
ENSMUST00000188216.1 NA 30097199 30097895 Gm29317 754 0
ENSMUST00000190953.1 NA 30132602 30133130 Gm29316 755 0
ENSMUST00000185844.6 NA 30155237 30157598 Gm29315 756 0
ENSMUST00000188785.1 NA 30195251 30195779 Gm28216 758 0
ENSMUST00000188613.1 NA 30310103 30311114 Gm28217 759 0
ENSMUST00000189016.1 NA 30360776 30361472 Gm28093 760 0
ENSMUST00000186709.1 NA 30396169 30396697 Gm28092 761 0
ENSMUST00000188421.1 NA 30423566 30425930 Gm28091 762 0
ENSMUST00000189458.1 NA 30499156 30523557 Gm28090 764 0
ENSMUST00000189921.1 NA 30542566 30543013 Gm29580 765 0
ENSMUST00000187266.6 NA 30613152 30616388 Gm28089 766 0
ENSMUST00000187402.6 NA 30642086 30645319 Gm28088 769 0
ENSMUST00000190820.1 NA 30676281 30676728 Gm29579 772 0
ENSMUST00000185667.1 NA 30706532 30738561 Gm29582 773 0
ENSMUST00000188473.1 NA 30839756 30840284 Gm21529 774 0
ENSMUST00000186083.6 NA 30881301 30883666 Gm29581 776 0
ENSMUST00000188764.1 NA 30905986 30906514 Gm21539 778 0
ENSMUST00000188809.6 NA 30943799 30946078 Gm29578 780 0
ENSMUST00000191224.1 NA 31231981 31232677 Gm21908 782 0
ENSMUST00000187110.1 NA 31267476 31268004 Gm21780 783 0
ENSMUST00000188443.1 NA 31290380 31292742 Gm28486 785 0
ENSMUST00000178112.2 NA 31373416 31397818 Gm21737 787 0
ENSMUST00000187894.6 NA 31448705 31451937 Gm28487 788 0
ENSMUST00000186655.1 NA 31464198 31467669 Gm28489 791 0
ENSMUST00000188792.6 NA 31509422 31512658 Gm28488 792 0
ENSMUST00000186902.6 NA 31538337 31541570 Gm28491 795 0
ENSMUST00000190946.6 NA 31602723 31634756 Gm28490 798 0
ENSMUST00000190314.1 NA 31735962 31736490 Gm21562 800 0
ENSMUST00000185287.1 NA 31777537 31779902 Gm28298 802 0
ENSMUST00000186850.1 NA 31802209 31802737 Gm21572 804 0
ENSMUST00000186679.1 NA 31840011 31842290 Gm28297 806 0
ENSMUST00000187240.1 NA 32124403 32125099 Gm21753 808 0
ENSMUST00000189444.1 NA 32159838 32160366 Gm21723 809 0
ENSMUST00000185585.1 NA 32181633 32183997 Gm28296 811 0
ENSMUST00000187288.1 NA 32221118 32221647 Gm21821 813 0
ENSMUST00000188322.6 NA 32244057 32246421 Gm28295 815 0
ENSMUST00000185311.1 NA 32283538 32284066 Gm21842 817 0
ENSMUST00000186892.6 NA 32305045 32307409 Gm28170 819 0
ENSMUST00000178403.2 NA 32380224 32404629 Gm21744 821 0
ENSMUST00000191194.6 NA 32494400 32497636 Gm28764 822 0
ENSMUST00000191259.6 NA 32523344 32526576 Gm28762 825 0
ENSMUST00000188870.1 NA 32557995 32558442 Gm28763 828 0
ENSMUST00000189577.6 NA 32588414 32620443 Gm21094 829 0
ENSMUST00000188721.1 NA 32712664 32713192 Gm21588 831 0
ENSMUST00000186540.6 NA 32754585 32756950 Gm28761 833 0
ENSMUST00000187381.1 NA 32779239 32779767 Gm21599 835 0
ENSMUST00000189752.6 NA 32817020 32819299 Gm28765 837 0
ENSMUST00000186188.1 NA 33105204 33105900 Gm21810 839 0
ENSMUST00000187044.1 NA 33140697 33141225 Gm21916 840 0
ENSMUST00000185427.6 NA 33163599 33165961 Gm29191 842 0
ENSMUST00000178380.2 NA 33245017 33271073 Gm21756 844 0
ENSMUST00000190631.1 NA 33289864 33290311 Gm28210 845 0
ENSMUST00000188026.6 NA 33321744 33324976 Gm29074 846 0
ENSMUST00000190920.1 NA 33337240 33340707 Gm28211 849 0
ENSMUST00000188788.6 NA 33382664 33385900 Gm28518 850 0
ENSMUST00000190126.6 NA 33411602 33414835 Gm28519 853 0
ENSMUST00000189379.6 NA 33446026 33449259 Gm28520 856 0
ENSMUST00000187712.6 NA 33511115 33543164 Gm20838 859 0
ENSMUST00000189751.1 NA 33635669 33636197 Gm21626 861 0
ENSMUST00000188948.1 NA 33677626 33679991 Gm28521 863 0
ENSMUST00000186630.1 NA 33702335 33702863 Gm21633 865 0
ENSMUST00000185908.1 NA 33740210 33742489 Gm28522 867 0
ENSMUST00000189513.1 NA 34028188 34028884 Gm21745 869 0
ENSMUST00000190343.1 NA 34063697 34064225 Gm28517 870 0
ENSMUST00000185593.6 NA 34086380 34088745 Gm29532 871 0
ENSMUST00000190569.1 NA 34125908 34126436 Gm29531 873 0
ENSMUST00000187726.1 NA 34148854 34151218 Gm28464 874 0
ENSMUST00000187236.1 NA 34186434 34186962 Gm29656 876 0
ENSMUST00000187728.6 NA 34209369 34211733 Gm29655 877 0
ENSMUST00000189755.1 NA 34285081 34316611 Gm21647 879 0
ENSMUST00000187192.1 NA 34335628 34336075 Gm29653 880 0
ENSMUST00000186886.1 NA 34410915 34414265 Gm29654 881 0
ENSMUST00000189088.1 NA 34420128 34420825 Gm29651 882 0
ENSMUST00000188622.1 NA 34457228 34457843 Gm29652 883 0
ENSMUST00000188565.1 NA 34468989 34470529 Gm29080 884 0
ENSMUST00000189684.1 NA 34486833 34487526 Gm21184 885 0
ENSMUST00000190814.1 NA 34561733 34562426 Gm21201 886 0
ENSMUST00000190140.6 NA 34670133 34673374 Gm29081 887 0
ENSMUST00000185784.1 NA 34705340 34708688 Gm29077 890 0
ENSMUST00000187689.1 NA 34714547 34715244 Gm29076 891 0
ENSMUST00000188875.1 NA 34751369 34751984 Gm29079 892 0
ENSMUST00000190611.1 NA 34763131 34764675 Gm29078 893 0
ENSMUST00000189591.1 NA 34781125 34781818 Gm20853 894 0
ENSMUST00000185717.1 NA 34855791 34856487 Gm29075 895 0
ENSMUST00000188647.6 NA 34963857 34967095 Gm29225 896 0
ENSMUST00000186871.1 NA 34999097 35002441 Gm29226 899 0
ENSMUST00000187139.1 NA 35003852 35004167 Gm29227 900 0
ENSMUST00000185845.1 NA 35040386 35041082 Gm28339 901 0
ENSMUST00000186996.6 NA 35105683 35131833 Gm20855 902 0
ENSMUST00000191185.6 NA 35190745 35193986 Gm29386 904 0
ENSMUST00000190852.1 NA 35225888 35229236 Gm29384 907 0
ENSMUST00000186520.1 NA 35235338 35236034 Gm21896 908 0
ENSMUST00000188571.1 NA 35271722 35272337 Gm29280 909 0
ENSMUST00000185833.1 NA 35301253 35301949 Gm20799 910 0
ENSMUST00000190324.1 NA 35350342 35351038 Gm29279 911 0
ENSMUST00000187337.6 NA 35458445 35461685 Gm28260 912 0
ENSMUST00000187263.1 NA 35503064 35503760 Gm21795 915 0
ENSMUST00000186417.1 NA 35539956 35540571 Gm28261 916 0
ENSMUST00000190657.1 NA 35551682 35553266 Gm28264 917 0
ENSMUST00000191488.1 NA 35569481 35570159 Gm21872 918 0
ENSMUST00000191050.1 NA 35644172 35644868 Gm20798 919 0
ENSMUST00000191085.6 NA 35761785 35765015 Gm28463 920 0
ENSMUST00000191489.1 NA 35834411 35835107 Gm28584 923 0
ENSMUST00000187587.1 NA 35863132 35864155 Gm28585 924 0
ENSMUST00000188585.6 NA 35895327 35921526 Gm20896 925 0
ENSMUST00000186912.6 NA 35980961 35984200 Gm28470 927 0
ENSMUST00000186374.1 NA 36015724 36019070 Gm28469 930 0
ENSMUST00000190727.1 NA 36025181 36025877 Gm21898 931 0
ENSMUST00000188536.1 NA 36062047 36062662 Gm28468 932 0
ENSMUST00000185598.1 NA 36091590 36092283 Gm20898 933 0
ENSMUST00000189258.1 NA 36165502 36166198 Gm29333 934 0
ENSMUST00000191389.6 NA 36273162 36276400 Gm28332 935 0
ENSMUST00000186034.1 NA 36308400 36311744 Gm28333 938 0
ENSMUST00000186653.1 NA 36313153 36313468 Gm28334 939 0
ENSMUST00000186204.1 NA 36349734 36350430 Gm28335 940 0
ENSMUST00000190743.1 NA 36391136 36391583 Gm28336 941 0
ENSMUST00000190425.1 NA 36410762 36435435 Gm28337 942 0
ENSMUST00000186269.6 NA 36495710 36498950 Gm28338 943 0
ENSMUST00000185963.1 NA 36648202 36648898 Gm28812 946 0
ENSMUST00000190650.1 NA 36676979 36678002 Gm28811 947 0
ENSMUST00000188173.1 NA 36689718 36690165 Gm28810 948 0
ENSMUST00000185565.1 NA 36709097 36735290 Gm20835 949 0
ENSMUST00000187571.6 NA 36794109 36797345 Gm29027 950 0
ENSMUST00000186297.1 NA 36830540 36833887 Gm29028 953 0
ENSMUST00000190520.1 NA 36839775 36840471 Gm29029 954 0
ENSMUST00000190848.1 NA 36875791 36876406 Gm29030 955 0
ENSMUST00000190543.1 NA 36884896 36888946 Gm29023 956 0
ENSMUST00000189624.1 NA 36905313 36906009 Gm29024 957 0
ENSMUST00000186756.1 NA 36935943 36939282 Gm29025 958 0
ENSMUST00000187787.1 NA 36940687 36941002 Gm29026 959 0
ENSMUST00000189183.1 NA 37071086 37071701 Gm28213 960 0
ENSMUST00000187114.1 NA 37082810 37084351 Gm28212 961 0
ENSMUST00000190662.1 NA 37100608 37101304 Gm21799 962 0
ENSMUST00000186862.1 NA 37172529 37173225 Gm28227 963 0
ENSMUST00000190782.1 NA 37233419 37259603 Gm20905 964 0
ENSMUST00000189889.1 NA 37364051 37364747 Gm29411 965 0
ENSMUST00000191210.1 NA 37400945 37401560 Gm28222 966 0
ENSMUST00000190671.1 NA 37430479 37431175 Gm21835 967 0
ENSMUST00000188530.1 NA 37547327 37550565 Gm28820 968 0
ENSMUST00000190469.1 NA 37584336 37584651 Gm28223 970 0
ENSMUST00000185869.1 NA 37620891 37621587 Gm29412 971 0
ENSMUST00000186019.1 NA 37681819 37706635 Gm29413 972 0
ENSMUST00000189438.1 NA 37808836 37812183 Gm29671 973 0
ENSMUST00000191365.1 NA 37818061 37818757 Gm21878 974 0
ENSMUST00000190545.1 NA 37854962 37855577 Gm28162 975 0
ENSMUST00000186497.1 NA 37884635 37885331 Gm20922 976 0
ENSMUST00000177666.2 NA 37957810 37960145 Gm20738 977 0
ENSMUST00000188667.1 NA 38067041 38070280 Gm28545 978 0
ENSMUST00000186357.1 NA 38102222 38105565 Gm28547 980 0
ENSMUST00000188221.1 NA 38143520 38144135 Gm28546 981 0
ENSMUST00000191308.1 NA 38173014 38173710 Gm21924 982 0
ENSMUST00000190360.1 NA 38247747 38248443 Gm21735 983 0
ENSMUST00000189399.1 NA 38340084 38343323 Gm28771 984 0
ENSMUST00000189554.1 NA 38376498 38379839 Gm28772 986 0
ENSMUST00000187925.1 NA 38414637 38415333 Gm28773 987 0
ENSMUST00000185240.1 NA 38476060 38502238 Gm20897 988 0
ENSMUST00000187087.1 NA 38561062 38564300 Gm28774 989 0
ENSMUST00000186918.1 NA 38596216 38599560 Gm28775 991 0
ENSMUST00000189913.1 NA 38605681 38606377 Gm21765 992 0
ENSMUST00000180966.1 NA 38619782 38620784 Gapdh-ps15 993 0
ENSMUST00000191282.1 NA 38643835 38644450 Gm28776 994 0
ENSMUST00000189993.1 NA 38673330 38674023 Gm21787 995 0
ENSMUST00000187354.1 NA 38747647 38748340 Gm28770 996 0
ENSMUST00000180177.2 NA 38774933 38799361 Gm20901 997 0
ENSMUST00000185322.6 NA 38872634 38874998 Gm28176 998 0
ENSMUST00000187228.1 NA 38897392 38897918 Gm28786 1000 0
ENSMUST00000185625.6 NA 38935103 38937383 Gm29360 1001 0
ENSMUST00000189854.1 NA 39078389 39079082 Gm29496 1003 0
ENSMUST00000186801.1 NA 39158847 39162080 Gm29497 1004 0
ENSMUST00000189151.1 NA 39344544 39345030 Gm29499 1006 0
ENSMUST00000186449.6 NA 39411820 39414100 Gm29498 1007 0
ENSMUST00000189459.1 NA 39451242 39451740 Gm36782 1009 0
ENSMUST00000187045.1 NA 39504126 39504624 Gm29839 1010 0
ENSMUST00000189319.1 NA 39589768 39614199 Gm29495 1011 0
ENSMUST00000186936.1 NA 39988286 39988981 Gm28371 1012 0
ENSMUST00000186223.1 NA 40104655 40112547 Gm28595 1013 0
ENSMUST00000194882.1 NA 40188894 40191869 Gm37032 1014 0
ENSMUST00000191443.6 NA 40290789 40316903 Gm21865 1015 0
ENSMUST00000191241.1 NA 40367505 40372751 Gm29433 1017 0
ENSMUST00000186607.1 NA 40367716 40370075 Gm29215 1018 0
ENSMUST00000178332.1 NA 40380440 40381523 Gm21882 1020 0
ENSMUST00000185537.1 NA 40390921 40391449 Gm21801 1021 0
ENSMUST00000189058.6 NA 40431917 40434282 Gm28850 1023 0
ENSMUST00000190577.1 NA 40456742 40457270 Gm21914 1025 0
ENSMUST00000187191.6 NA 40494487 40496767 Gm28617 1027 0
ENSMUST00000189283.1 NA 40566171 40566738 Gm28618 1029 0
ENSMUST00000185889.6 NA 40638692 40641058 Gm28619 1030 0
ENSMUST00000190779.1 NA 40682045 40682741 Gm20793 1032 0
ENSMUST00000184396.1 NA 40684180 40684290 Gm27466 1033 0
ENSMUST00000103869.3 NA 40688737 40688847 Gm28018 1034 0
ENSMUST00000186236.1 NA 40733741 40736976 Gm28993 1035 0
ENSMUST00000188556.6 NA 40762504 40764868 Gm28994 1037 0
ENSMUST00000177579.1 NA 40775222 40775765 Gm21797 1039 0
ENSMUST00000190909.1 NA 40804913 40807356 Gm20795 1040 0
ENSMUST00000185870.1 NA 40843556 40844252 Gm28596 1042 0
ENSMUST00000189076.1 NA 40905272 40935589 Gm20832 1043 0
ENSMUST00000187664.1 NA 41243622 41274433 Gm28597 1044 0
ENSMUST00000188886.1 NA 41338827 41339524 Gm28428 1045 0
ENSMUST00000187928.1 NA 41375733 41376429 Gm20827 1046 0
ENSMUST00000190144.1 NA 41382436 41385771 Gm28427 1047 0
ENSMUST00000178559.1 NA 41406497 41407040 Gm21800 1048 0
ENSMUST00000189840.6 NA 41417431 41419794 Gm28426 1049 0
ENSMUST00000190439.1 NA 41445821 41448182 Gm28425 1051 0
ENSMUST00000180058.2 NA 41619625 41644054 Gm21729 1053 0
ENSMUST00000187847.2 NA 41766833 41769112 Gm28834 1054 0
ENSMUST00000189671.1 NA 41835326 41835885 Gm28833 1056 0
ENSMUST00000191592.1 NA 42079730 42080426 Gm21774 1057 0
ENSMUST00000186153.1 NA 42141554 42144786 Gm29537 1058 0
ENSMUST00000188814.1 NA 42459557 42462795 Gm29274 1060 0
ENSMUST00000189475.1 NA 42487643 42490878 Gm29275 1062 0
ENSMUST00000190453.1 NA 42550082 42582250 Gm29276 1064 0
ENSMUST00000190371.1 NA 42735351 42736047 Gm21805 1065 0
ENSMUST00000189117.1 NA 42770804 42771332 Gm29645 1066 0
ENSMUST00000185976.1 NA 42833152 42833680 Gm28312 1067 0
ENSMUST00000190655.1 NA 42931750 42956150 Gm29165 1068 0
ENSMUST00000191564.1 NA 42975148 42975595 Gm29042 1069 0
ENSMUST00000185236.1 NA 43047509 43050744 Gm28311 1070 0
ENSMUST00000191136.1 NA 43076398 43079631 Gm28310 1072 0
ENSMUST00000190977.1 NA 43141301 43171776 Gm28504 1074 0
ENSMUST00000190270.1 NA 43371321 43372014 Gm28567 1075 0
ENSMUST00000187762.1 NA 43451133 43454367 Gm28568 1076 0
ENSMUST00000186707.1 NA 43803099 43805379 Gm29286 1078 0
ENSMUST00000185500.1 NA 43842630 43843158 Gm29285 1080 0
ENSMUST00000188196.6 NA 43865260 43867624 Gm28280 1081 0
ENSMUST00000179551.2 NA 43952161 43978249 Gm21241 1083 0
ENSMUST00000185603.1 NA 44154606 44157841 Gm28278 1084 0
ENSMUST00000186248.1 NA 44168123 44171356 Gm28279 1086 0
ENSMUST00000188917.6 NA 44232122 44264444 Gm21739 1088 0
ENSMUST00000187350.1 NA 44348301 44348829 Gm28886 1090 0
ENSMUST00000185613.1 NA 44385912 44388191 Gm29426 1092 0
ENSMUST00000185615.1 NA 44454246 44454809 Gm28885 1094 0
ENSMUST00000187547.1 NA 44757979 44758675 Gm21856 1095 0
ENSMUST00000186065.1 NA 44818409 44827383 Gm28887 1096 0
ENSMUST00000187152.1 NA 44821006 44823896 Gm29444 1097 0
ENSMUST00000179570.2 NA 44980567 44981263 Gm21783 1099 0
ENSMUST00000189947.1 NA 45044001 45047234 Gm29445 1100 0
ENSMUST00000191277.1 NA 45225739 45228971 Gm28457 1102 0
ENSMUST00000189508.1 NA 45385635 45386331 Gm21779 1104 0
ENSMUST00000190542.1 NA 45448959 45452192 Gm28458 1105 0
ENSMUST00000191319.1 NA 45753297 45753993 Gm28459 1107 0
ENSMUST00000190023.1 NA 45788730 45789214 Gm28461 1108 0
ENSMUST00000186085.6 NA 45811679 45814040 Gm28460 1110 0
ENSMUST00000189757.1 NA 45851117 45851601 Gm28851 1112 0
ENSMUST00000185638.1 NA 45874034 45876398 Gm28456 1114 0
ENSMUST00000185563.1 NA 45949659 45974063 Gm29073 1116 0
ENSMUST00000188651.1 NA 46347583 46348681 Gm29648 1117 0
ENSMUST00000188795.1 NA 46482579 46513022 Gm29647 1118 0
ENSMUST00000191146.1 NA 46574764 46577998 Gm29646 1119 0
ENSMUST00000191354.1 NA 46603659 46606894 Gm28549 1121 0
ENSMUST00000191470.1 NA 46692892 46717285 Gm29211 1123 0
ENSMUST00000190384.1 NA 46727775 46728390 Gm29212 1124 0
ENSMUST00000189954.1 NA 46757398 46758091 Gm21247 1125 0
ENSMUST00000186332.5 NA 46847640 46850004 Gm29210 1126 0
ENSMUST00000186199.1 NA 46872412 46872940 Gm29213 1128 0
ENSMUST00000189125.1 NA 46910029 46912390 Gm28550 1130 0
ENSMUST00000188638.1 NA 46934837 46935365 Gm28604 1132 0
ENSMUST00000187297.1 NA 46970282 46970978 Gm28603 1134 0
ENSMUST00000185875.1 NA 47252166 47254445 Gm28565 1135 0
ENSMUST00000186714.1 NA 47291728 47292212 Gm28566 1137 0
ENSMUST00000187693.1 NA 47314561 47316926 Gm28697 1139 0
ENSMUST00000189175.1 NA 47357939 47358423 Gm28554 1141 0
ENSMUST00000188881.6 NA 47450959 47482990 Gm21256 1143 0
ENSMUST00000187933.1 NA 47544771 47548004 Gm29056 1145 0
ENSMUST00000186104.1 NA 47573713 47576949 Gm29098 1147 0
ENSMUST00000238208.1 NA 47666661 47685033 AC197447.1 1149 0
ENSMUST00000190660.6 NA 47831931 47835165 Gm29373 1150 0
ENSMUST00000186581.1 NA 47856811 47857339 Gm29370 1152 0
ENSMUST00000188043.1 NA 47892226 47892922 Gm21751 1154 0
ENSMUST00000186716.6 NA 48185736 48188014 Gm29166 1155 0
ENSMUST00000187412.1 NA 48220015 48220499 Gm28194 1157 0
ENSMUST00000189765.1 NA 48311854 48343871 Gm20792 1159 0
ENSMUST00000188778.1 NA 48405689 48408921 Gm28754 1160 0
ENSMUST00000187804.1 NA 48434614 48437850 Gm28753 1162 0
ENSMUST00000186484.1 NA 48527399 48553437 Gm21191 1164 0
ENSMUST00000186689.1 NA 48594783 48595476 Gm21271 1165 0
ENSMUST00000189900.1 NA 48669766 48670459 Gm21281 1166 0
ENSMUST00000189863.1 NA 48699453 48700068 Gm28193 1167 0
ENSMUST00000190832.1 NA 48736320 48737018 Gm20802 1168 0
ENSMUST00000188541.1 NA 48787045 48790285 Gm29070 1169 0
ENSMUST00000185924.1 NA 48856496 48882617 Gm28553 1171 0
ENSMUST00000189287.1 NA 48944173 48944869 Gm28751 1172 0
ENSMUST00000188340.1 NA 48981167 48981482 Gm28752 1173 0
ENSMUST00000190994.1 NA 49018253 49021493 Gm28726 1174 0
ENSMUST00000186571.1 NA 49318057 49318753 Gm21308 1176 0
ENSMUST00000191020.1 NA 49401057 49401435 Gm29267 1177 0
ENSMUST00000188669.1 NA 49430386 49431001 Gm29268 1178 0
ENSMUST00000190087.1 NA 49467286 49467982 Gm29269 1179 0
ENSMUST00000188071.1 NA 49473819 49477161 Gm29270 1180 0
ENSMUST00000189943.6 NA 49509047 49512286 Gm29271 1181 0
ENSMUST00000189354.6 NA 49571155 49597425 Gm21209 1184 0
ENSMUST00000187430.1 NA 49658537 49659233 Gm28682 1186 0
ENSMUST00000188748.1 NA 49695504 49695819 Gm28569 1187 0
